city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,Permit_Portal,Permit_URL,Metro_Population
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.0381,324523,1035.6,shape,FALSE,TRUE,America/Los_Angeles,2,89044 89052 89054 89005 89002 89074 89015 89014 89011 89012 89009 89077,1840020361,GovAccess,https://henderson-nv.prod.govaccess.org/government/departments/building-and-fire-safety/building-online-services,324523
Mobile,Mobile,AL,Alabama,01097,Mobile,30.6782,-88.1162,324067,473.8,shape,FALSE,TRUE,America/Chicago,2,36652 36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36601 36616 36628 36633 36640 36644 36660 36670 36675 36689 36691,1840006009,Unknown,https://www.buildmobile.org/permitting/,324067
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,321122,436.8,shape,FALSE,TRUE,America/New_York,2,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840015211,Accela,https://aca-prod.accela.com/lexky/Default.aspx,321122
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,318001,1103.8,shape,FALSE,TRUE,America/Detroit,2,48912 48933 48915 48911 48910 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,1840003102,BS&A Software,https://bsaonline.com/CD_PermitApplication/ApplyForPermit?uid=384,318001
Savannah,Savannah,GA,Georgia,13051,Chatham,32.0286,-81.1821,316446,520.5,shape,FALSE,TRUE,America/New_York,2,31302 31409 31408 31401 31405 31404 31407 31406 31421 31419 31415 31403 31412 31416 31418 31420,1840015830,eTRAC,https://eTRAC.savannahga.gov,316446
Youngstown,Youngstown,OH,Ohio,39099,Mahoning,41.0993,-80.6463,315751,678.3,shape,FALSE,TRUE,America/New_York,2,44502 44503 44504 44505 44506 44507 44509 44511 44510 44555 44501,1840003563,Not Found,N/A,315751
Ann Arbor,Ann Arbor,MI,Michigan,26161,Washtenaw,42.2759,-83.7310,314647,1648.2,shape,FALSE,TRUE,America/Detroit,2,48103 48104 48105 48108 48109 48113,1840003172,Tyler Technologies (EnerGov),https://stream.a2gov.org,314647
Santa Ana,Santa Ana,CA,California,06059,Orange,33.7367,-117.8819,311639,4395.2,shape,FALSE,TRUE,America/Los_Angeles,2,92707 92701 92703 92705 92704 92706 92702 92735 92799,1840021964,Clariti,https://permit.santa-ana.org/ops,311639
Irvine,Irvine,CA,California,06059,Orange,33.6772,-117.7738,308160,1813.4,shape,FALSE,TRUE,America/Los_Angeles,2,92617 92614 92612 92618 92697 92620 92602 92603 92604 92606 92616 92619 92650 92698,1840019325,eplan Software Review,https://gopost-irvine.eplansoftreview.com/,308160
St. Paul,St. Paul,MN,Minnesota,27123,Ramsey,44.9478,-93.1039,307762,2286.0,shape,FALSE,TRUE,America/Chicago,2,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55170,1840008940,Tyler Technologies,https://www.stpaul.gov/departments/safety-inspections/paulie-new-permitting-and-licensing-system,307762
Poughkeepsie,Poughkeepsie,NY,New York,36027,Dutchess,41.6950,-73.9211,307738,2384.9,shape,FALSE,TRUE,America/New_York,2,12601 12603 12602,1840000500,Unknown,N/A,307738
Newark,Newark,NJ,New Jersey,34013,Essex,40.7245,-74.1725,307188,4912.5,shape,FALSE,TRUE,America/New_York,2,07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199,1840002791,FastTrackGov,https://newarkcitynj.portal.fasttrackgov.com/Permits/Home.aspx,307188
Santa Rosa,Santa Rosa,CA,California,06097,Sonoma,38.4458,-122.7067,299986,1608.3,shape,FALSE,TRUE,America/Los_Angeles,2,95409 95403 95401 95407 95405 95404 95406,1840021488,Accela,https://aca-prod.accela.com/SANTAROSA/Default.aspx,299986
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6369,297379,635.6,shape,FALSE,TRUE,America/New_York,2,28025 28027 28026,1840014559,Accela,https://aca-prod.accela.com/CONCORD/Login.aspx,297379
Winter Haven,Winter Haven,FL,Florida,12105,Polk,28.0118,-81.7014,296830,614.1,shape,FALSE,TRUE,America/New_York,2,33881 33880 33884 33883 33885 33888,1840015970,Tyler Technologies,https://myinspections.mywinterhaven.com/eSuite.Permits/WelcomePage.aspx,296830
Asheville,Asheville,NC,North Carolina,37021,Buncombe,35.5707,-82.5537,295040,801.1,shape,FALSE,TRUE,America/New_York,2,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816,1840013411,Accela,https://services.ashevillenc.gov/Citizenaccess/Login.aspx,295040
Canton,Canton,OH,Ohio,39151,Stark,40.8078,-81.3676,293657,1020.7,shape,FALSE,TRUE,America/New_York,2,44714 44710 44702 44703 44706 44707 44704 44705 44708 44709 44711 44750 44799,1840000963,Unknown,N/A,293657
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8099,-96.6784,293055,1114.9,shape,FALSE,TRUE,America/Chicago,2,68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583,1840009357,Accela,https://permits.lincoln.ne.gov/CitizenAccess/Default.aspx,293055
Flint,Flint,MI,Michigan,26049,Genesee,43.0236,-83.6921,291688,933.3,shape,FALSE,TRUE,America/Detroit,2,48502 48504 48505 48506 48507 48503 48550 48551 48552 48553 48556 48557,1840002949,BS&A Software,https://bsaonline.com/,291688
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0557,-81.9545,290762,678.7,shape,FALSE,TRUE,America/New_York,2,33813 33803 33801 33805 33815 33811 33802 33804 33806,1840015108,Intuitive Municipal Solutions,https://ims.lakelandgov.net/,290762
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7184,-74.0686,289691,7584.1,shape,FALSE,TRUE,America/New_York,2,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840003600,Tyler Technologies,https://jerseycitynj-energovpub.tylerhost.net/apps/selfservice,289691
Anchorage,Anchorage,AK,Alaska,02020,Anchorage,61.1508,-149.1091,289069,65.4,shape,FALSE,TRUE,America/Anchorage,2,99518 99515 99517 99516 99513 99540 99530 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99510 99511 99514 99520 99521 99522 99523 99524 99529 99599,1840023385,Unknown,N/A,289069
Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,289041,785.4,shape,FALSE,TRUE,America/Chicago,2,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,1840009904,CIVICS,https://ecity.springfieldmo.gov,289041
Plano,Plano,TX,Texas,48085,Collin,33.0502,-96.7486,287339,1547.3,shape,FALSE,TRUE,America/Chicago,2,75093 75023 75025 75024 75074 75075 75026 75086,1840020662,eTRAKiT (Central Square),https://trakit.plano.gov/etrakit_prod/Search/permit.aspx,287339
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879,283024,704.0,shape,FALSE,TRUE,America/Chicago,2,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840020604,Tyler Technologies (EnerGov),https://egovaccess.ci.lubbock.tx.us/EnerGov_Prod/selfservice/Lubbock_Prod,283024
Davenport,Davenport,IA,Iowa,19163,Scott,41.5565,-90.6053,282356,607.8,shape,FALSE,TRUE,America/Chicago,2,52802 52803 52801 52806 52807 52804 52805 52808 52809,1840007081,Unknown,https://request.davenportiowa.com/egov/apps/action/center.egov,282356
Reading,Reading,PA,Pennsylvania,42011,Berks,40.3400,-75.9267,280030,3720.0,shape,FALSE,TRUE,America/New_York,2,19601 19604 19602 19611 19603 19612,1840001185,Unknown,N/A,280030
Shreveport,Shreveport,LA,Louisiana,22017,Caddo,32.4653,-93.7955,278269,655.0,shape,FALSE,TRUE,America/Chicago,2,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,1840015768,MyGovernmentOnline (MGO),https://www.mygovernmentonline.org/,278269
Chandler,Chandler,AZ,Arizona,04013,Maricopa,33.2825,-111.8514,278123,1635.8,shape,FALSE,TRUE,America/Phoenix,2,85248 85249 85226 85224 85225 85286 85246,1840019309,Accela,https://developmentpermits.chandleraz.gov/clics/Default.aspx,278123
South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6767,-86.2696,275725,948.0,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699,1840009241,Accela,https://aca-prod.accela.com/southbendin/Default.aspx,275725
Wilmington,Wilmington,NC,North Carolina,37129,New Hanover,34.2099,-77.8866,275128,891.3,shape,FALSE,TRUE,America/New_York,2,28409 28401 28403 28405 28412 28402 28406 28408,1840015576,Unknown,https://cityofwilmingtondecitizens.munisselfservice.com/citizens/PermitsInspections/Default.aspx,275128
Chula Vista,Chula Vista,CA,California,06073,San Diego,32.6281,-117.0144,275030,2139.3,shape,FALSE,TRUE,America/Los_Angeles,2,91911 91910 91913 91915 91914 91902 91908 91909 91912 91921,1840019350,Accela,https://permits.chulavistaca.gov/citizenaccess/chulavista.aspx,275030
Rockford,Rockford,IL,Illinois,17201,Winnebago,42.2596,-89.0640,274256,872.8,shape,FALSE,TRUE,America/Chicago,2,61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126,1840009132,Infor Rhythm Labs,https://rockfordil-prd.rhythmlabs.infor.com/submit-a-permit,274256
Eugene,Eugene,OR,Oregon,41039,Lane,44.0564,-123.1174,272737,1540.6,shape,FALSE,TRUE,America/Los_Angeles,2,97405 97404 97401 97403 97402 97440,1840020007,Unknown,https://pdd.eugene-or.gov/ebuild,272737
Salem,Salem,OR,Oregon,41047,Marion,44.9233,-123.0244,272331,1393.7,shape,FALSE,TRUE,America/Los_Angeles,2,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,1840021224,Unknown,https://egov.cityofsalem.net/PACPortal,272331
Gilbert,Gilbert,AZ,Arizona,04013,Maricopa,33.3100,-111.7463,271118,1522.0,shape,FALSE,TRUE,America/Phoenix,2,85233 85234 85236 85297 85296 85295 85298 85244 85299,1840021947,Unknown,https://onestopshop.gilbertaz.gov/,271118
North Las Vegas,North Las Vegas,NV,Nevada,32003,Clark,36.2883,-115.0888,270773,992.4,shape,FALSE,TRUE,America/Los_Angeles,2,89032 89031 89030 89086 89084 89085 89081 89115 89033 89087,1840020363,Unknown,https://www.cityofnorthlasvegas.com/business/permit-application-center,270773
Santa Clarita,Santa Clarita,CA,California,06037,Los Angeles,34.4175,-118.4964,265529,1201.1,shape,FALSE,TRUE,America/Los_Angeles,2,91351 91321 91350 91355 91354 91387 91322 91382 91385 91386,1840021864,Accela,https://aca-prod.accela.com/santaclarita/Default.aspx,265529
Peoria,Peoria,IL,Illinois,17143,Peoria,40.7520,-89.6154,262461,899.5,shape,FALSE,TRUE,America/Chicago,2,61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656,1840009373,Unknown,https://peoriagov.org/269/Permit-License-Event,262461
Tallahassee,Tallahassee,FL,Florida,12073,Leon,30.4551,-84.2527,261271,751.8,shape,FALSE,TRUE,America/New_York,2,32310 32312 32313 32317 32399 32307 32306 32304 32303 32301 32309 32308 32311 32302 32314 32315 32316,1840015913,Accela,https://www.tlcpermits.org/,261271
Killeen,Killeen,TX,Texas,48027,Bell,31.0753,-97.7297,261099,1103.6,shape,FALSE,TRUE,America/Chicago,2,76541 76543 76542 76549 76540 76547,1840020854,MyGovernmentOnline,https://www.mgoconnect.org/cp/portal,261099
St. Petersburg,St. Petersburg,FL,Florida,12103,Pinellas,27.7931,-82.6652,260646,1628.3,shape,FALSE,TRUE,America/New_York,2,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33703 33704 33701 33729 33731 33732 33733 33734 33742 33743 33747,1840015977,Superion,https://stpe-egov.aspgov.com/Click2GovBP/index.html,260646
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732,260091,1142.9,shape,FALSE,TRUE,America/Los_Angeles,2,99337 99336 99338,1840018481,iWorQ,https://washington.portal.iworq.net/portalhome/washington,260091
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.5100,-84.8771,257578,364.5,shape,FALSE,TRUE,America/New_York,2,31820 31829 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999,1840014887,Accela,https://portal.columbus.gov/Permits/Cap/CapHome.aspx?module=Building&TabName=HOME,257578
Laredo,Laredo,TX,Texas,48479,Webb,27.5625,-99.4874,255949,905.9,shape,FALSE,TRUE,America/Chicago,2,78046 78045 78043 78040 78041 78042,1840021002,Superion,https://lare-egov.aspgov.com/Click2GovBP/index.html,255949
Irving,Irving,TX,Texas,48113,Dallas,32.8583,-96.9702,255036,1470.2,shape,FALSE,TRUE,America/Chicago,2,75063 75060 75038 75039 75062 75061 75014 75015 75016 75017 75059 75326 75368,1840019438,MyGovernmentOnline,https://www.mgoconnect.org/cp/portal,255036
Round Lake Beach,Round Lake Beach,IL,Illinois,17097,Lake,42.3791,-88.0811,252224,2072.3,shape,FALSE,TRUE,America/Chicago,2,60073,1840011171,Not Found,N/A,252224
Montgomery,Montgomery,AL,Alabama,01101,Montgomery,32.3482,-86.2668,251545,479.3,shape,FALSE,TRUE,America/Chicago,2,36112 36113 36110 36111 36116 36114 36115 36109 36130 36117 36101 36105 36104 36107 36106 36057 36108 36118 36120 36121 36123 36124 36125 36131 36132 36135 36140 36141 36142 36177 36191,1840008353,Accela,https://aca-prod.accela.com/MONTCOOH/Default.aspx,251545
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake,36.6778,-76.3023,251153,286.5,shape,FALSE,TRUE,America/New_York,2,23325 23324 23323 23322 23321 23320 23326 23327 23328,1840003874,Accela,https://aca-prod.accela.com/CHESAPEAKE/Default.aspx,251153
Glendale,Glendale,AZ,Arizona,04013,Maricopa,33.5791,-112.2311,250193,1436.5,shape,FALSE,TRUE,America/Phoenix,2,85301 85303 85302 85306 85309 85308 85355 85340 85305 85304 85307 85310 85311 85312 85318,1840020563,SmartGov,https://ci-glendale-az.smartgovcommunity.com/,250193
Nashua,Nashua,NH,New Hampshire,33011,Hillsborough,42.7491,-71.4910,247828,1141.1,shape,FALSE,TRUE,America/New_York,2,03062 03063 03060 03064 03061,1840002984,CivicPlus,https://www.nashuanh.gov/278/Permits,247828
York,York,PA,Pennsylvania,42133,York,39.9651,-76.7315,246769,3270.5,shape,FALSE,TRUE,America/New_York,2,17404 17401 17403 17405,1840001472,OpenGov,https://yorkpa.portal.opengov.com/,246769
Garland,Garland,TX,Texas,48113,Dallas,32.9100,-96.6304,245298,1665.8,shape,FALSE,TRUE,America/Chicago,2,75043 75044 75041 75040 75042 75046 75047 75049,1840020707,Unknown,https://www.garlandtx.gov/2152/Building-Permit,245298
Rock Hill,Rock Hill,SC,South Carolina,45091,York,34.9415,-81.0241,244403,648.9,shape,FALSE,TRUE,America/New_York,2,29732 29733 29730 29731,1840014618,Evolve,https://rockhillgis.cityofrockhill.com/permitting/,244403
Scottsdale,Scottsdale,AZ,Arizona,04013,Maricopa,33.6872,-111.8651,242169,508.2,shape,FALSE,TRUE,America/Phoenix,2,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271,1840021940,Accela,https://aca-prod.accela.com/SCOTTSDALE/CommunityView/account/new,242169
Aguadilla,Aguadilla,PR,Puerto Rico,72005,Aguadilla,18.4382,-67.1537,235546,1701.8,shape,FALSE,FALSE,America/Puerto_Rico,2,00603 00605,1630035605,Unknown,N/A,235546
Arlington,Arlington,VA,Virginia,51013,Arlington,38.8786,-77.1011,235463,3497.0,shape,FALSE,FALSE,America/New_York,2,22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350,1840006112,Accela,https://aca-prod.accela.com/arlingtonco/Default.aspx,235463
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.2590,235037,1703.4,shape,FALSE,TRUE,America/New_York,2,23509 23508 23507 23504 23503 23502 23505 23518 23510 23511 23513 23517 23551 23523 23501 23506 23514 23515 23519 23529 23541,1840003869,Clariti,https://norfolkva.my.site.com/s/login/,235037
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.2780,-88.3892,234701,1137.1,shape,FALSE,TRUE,America/Chicago,2,54914 54915 54913 54911 54912 54919,1840002400,CityView,https://applications.appleton.org/departments/public/onlinepermits/buildingpermitlite.aspx,234701
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0091,-115.2278,232043,1357.5,shape,FALSE,FALSE,America/Los_Angeles,2,89178 89183 89139 89141 89148 89113 89118 89119 89123,1840033827,Accela,https://aca-prod.accela.com/clarkco/building.html,232043
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4274,-89.0704,231754,503.5,shape,FALSE,TRUE,America/Chicago,2,39501 39503 39507 39502 39505 39506,1840013947,Unknown,https://www.gulfport-ms.gov/departments/urban_development/building_code_services/,231754
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2082,-92.0325,231548,835.2,shape,FALSE,TRUE,America/Chicago,2,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598,1840015044,Unknown,https://www.lafayettela.gov/applications-and-permits,231548
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7121,228576,604.8,shape,FALSE,TRUE,America/Los_Angeles,2,98312 98314 98310 98337,1840018410,SmartGov,https://ci-bremerton-wa.smartgovcommunity.com/,228576
Fremont,Fremont,CA,California,06001,Alameda,37.5265,-121.9843,228518,1129.7,shape,FALSE,TRUE,America/Los_Angeles,2,94560 94536 94538 94539 94555 94537,1840020292,Accela,https://aca-prod.accela.com/cof/Default.aspx,228518
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895,227679,904.9,shape,FALSE,TRUE,America/Chicago,2,54304 54303 54302 54301 54311 54305 54306 54308,1840002344,eSLA,https://esla.wi.gov/,227679
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8651,-96.8292,225066,967.9,shape,FALSE,TRUE,America/Chicago,2,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,1840000177,Unknown,https://permits.fargond.gov/,225066
Deltona,Deltona,FL,Florida,12127,Volusia,28.9050,-81.2137,224303,989.8,shape,FALSE,TRUE,America/New_York,2,32725 32738 32739,1840015072,Tyler Portico,https://deltonafl.tylerportico.com/TIM/Portal/portal-home,224303
Brownsville,Brownsville,TX,Texas,48061,Cameron,25.9975,-97.4580,223416,544.2,shape,FALSE,TRUE,America/Chicago,2,78521 78520 78526 78575 78578 78566 78522,1840019743,Accela,https://aca-prod.accela.com/brownsville/Default.aspx,223416
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045,221901,3967.9,shape,FALSE,TRUE,America/New_York,2,33014 33016 33010 33012 33013 33018,1840015157,Unknown,https://epay.hialeahfl.gov/,221901
San Bernardino,San Bernardino,CA,California,06071,San Bernardino,34.1416,-117.2943,221774,1378.6,shape,FALSE,TRUE,America/Los_Angeles,2,92404 92369 92401 92407 92405 92408 92411 92410 92415 92346 92403 92406 92413 92418 92423 92427,1840021728,Accela,https://aca-prod.accela.com/SBC/Default.aspx,221774
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,220482,1712.1,shape,FALSE,TRUE,America/Los_Angeles,2,98422 98403 98404 98405 98408 98409 98402 98406 98407 98466 98465 98416 98418 98444 98421 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490,1840021129,Accela,https://aca-prod.accela.com/TACOMA/Default.aspx,220482
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3459,219946,866.2,shape,FALSE,TRUE,America/New_York,2,32608 32609 32607 32610 32612 32653 32603 32601 32605 32604 32611 32614 32627 32635,1840014022,Citizenserve,https://www4.citizenserve.com/Portal/?installationid=308,219946
Spring Valley,Spring Valley,NV,Nevada,32003,Clark,36.0952,-115.2636,219913,2391.4,shape,FALSE,FALSE,America/Los_Angeles,2,89147 89146 89103 89148 89113 89117 89118 89150 89173,1840033832,Accela,https://aca-prod.accela.com/clarkco/Default.aspx,219913
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5692,-87.3413,218159,663.2,shape,FALSE,TRUE,America/Chicago,2,42223 37043 37042 37040 37041 37044,1840014421,Unknown,https://www.clarksvilletn.gov/1346/Self-Service-Portal---Permits-and-Paymen,218159
College Station,College Station,TX,Texas,48041,Brazos,30.5852,-96.2959,215768,922.8,shape,FALSE,TRUE,America/Chicago,2,77843 77840 77845 77841 77842 77844 77881,1840019570,eTRAKiT,https://cd.cstx.gov/eTRAKiT/,215768
Olympia,Olympia,WA,Washington,53067,Thurston,47.0417,-122.8959,215677,1177.8,shape,FALSE,TRUE,America/Los_Angeles,2,98502 98501 98506 98504 98507 98508,1840019865,SmartGov,https://ci-olympia-wa.smartgovcommunity.com/Public/Home,215677
Roanoke,Roanoke,VA,Virginia,51770,Roanoke,37.2785,-79.9581,214019,896.0,shape,FALSE,TRUE,America/New_York,2,24019 24014 24015 24016 24017 24011 24012 24013 24022 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043,1840003858,eTRAKiT,https://trakit.roanokeva.gov/eTrakit/,214019
Portland,Portland,ME,Maine,23005,Cumberland,43.6773,-70.2715,213660,1228.0,shape,FALSE,TRUE,America/New_York,2,04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124,1840000327,CivicPlus,https://css.portlandmaine.gov,213660
Fontana,Fontana,CA,California,06071,San Bernardino,34.0968,-117.4599,211921,1890.3,shape,FALSE,TRUE,America/Los_Angeles,2,92335 92336 92337 92331 92334 92402,1840020402,Accela,https://build.fontanaca.gov/,211921
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9442,-81.9251,210388,735.4,shape,FALSE,TRUE,America/New_York,2,29302 29301 29307 29306 29304 29319,1840015482,EnerGov,https://selfservice.spartanburgcounty.org/energov_prod/selfservice,210388
Moreno Valley,Moreno Valley,CA,California,06065,Riverside,33.9244,-117.2045,210378,1583.1,shape,FALSE,TRUE,America/Los_Angeles,2,92551 92553 92555 92557 92552 92554 92556,1840020552,Accela,https://aca-prod.accela.com/MOVAL/Default.aspx,210378
Frisco,Frisco,TX,Texas,48085,Collin,33.1560,-96.8216,210238,1183.5,shape,FALSE,TRUE,America/Chicago,2,75034 75036 75033 75035,1840020654,eTRAKiT,https://etrakit.friscotexas.gov/,210238
Yonkers,Yonkers,NY,New York,36119,Westchester,40.9466,-73.8673,209529,4493.0,shape,FALSE,TRUE,America/New_York,2,10708 10703 10701 10707 10705 10704 10710 10702,1840003478,City Squared,https://permits.yonkersny.gov/,209529
Thousand Oaks,Thousand Oaks,CA,California,06111,Ventura,34.1914,-118.8756,208302,878.1,shape,FALSE,TRUE,America/Los_Angeles,2,91320 91360 91361 91362 91319 91358 91359,1840021844,Unknown,https://toaks.gov/to24,208302
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5396,-96.7311,207795,913.0,shape,FALSE,TRUE,America/Chicago,2,57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193,1840002648,Unknown,https://epldata.siouxfalls.gov/Permits.aspx,207795
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,206889,1299.5,shape,FALSE,TRUE,America/New_York,2,21742 21740 21741 21747 21749,1840005613,Tyler Technologies,N/A,206889
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,206418,949.4,shape,FALSE,TRUE,America/Chicago,2,47714 47715 47710 47711 47713 47708 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750,1840013730,Unknown,N/A,206418
Amarillo,Amarillo,TX,Texas,48375,Potter,35.1984,-101.8316,205100,748.8,shape,FALSE,TRUE,America/Chicago,2,79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189,1840019156,MyGovernmentOnline,https://mgoconnect.org/cp/portal,205100
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,204408,1146.1,shape,FALSE,TRUE,America/Detroit,2,49001 49006 49007 49008 49074 49005 49019,1840003185,BS&A Software,https://bsaonline.com/OnlinePayment/OnlinePaymentSearch?PaymentApplicationType=7&uid=233,204408
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.1840,203802,1066.5,shape,FALSE,TRUE,America/New_York,2,44052 44053 44055,1840000644,Unknown,N/A,203802
Galveston,Galveston,TX,Texas,48167,Galveston,29.2484,-94.8913,202810,501.9,shape,FALSE,TRUE,America/Chicago,2,77551 77550 77555 77554 77552 77553,1840020970,Accela,https://eportal.galvestontx.gov/,202810
McKinney,McKinney,TX,Texas,48085,Collin,33.2016,-96.6670,202314,1142.6,shape,FALSE,TRUE,America/Chicago,2,75069 75072 75070 75071,1840020657,Tyler Technologies,https://www.mckinneytexas.org/165/Permits,202314
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345,201208,1099.5,shape,FALSE,TRUE,America/New_York,2,25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778,1840006211,eSuite,https://esuites.huntingtonwv.gov/eSuite.Permits/,201208
Nampa,Nampa,ID,Idaho,16027,Canyon,43.5844,-116.5638,201129,1142.6,shape,FALSE,TRUE,America/Boise,2,83651 83687 83686,1840020041,Unknown,https://www.cityofnampa.us/1508/Online-Permits,201129
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.7410,-81.3223,200500,523.0,shape,FALSE,TRUE,America/New_York,2,28601 28602 28603,1840014524,SmartGov,https://epermits.catawbacountync.gov/,200500
Waterbury,Waterbury,CT,Connecticut,09140,Naugatuck Valley,41.5582,-73.0361,199965,1546.2,shape,FALSE,TRUE,America/New_York,2,06708 06702 06704 06705 06706 06710 06701 06703 06720 06721 06722 06723 06724 06725 06726,1840004851,Unknown,N/A,199965
Sunrise Manor,Sunrise Manor,NV,Nevada,32003,Clark,36.1783,-115.0487,199099,2280.2,shape,FALSE,FALSE,America/Los_Angeles,2,89104 89142 89110 89115 89156 89121 89122 89162 89180,1840033833,Accela,https://citizenaccess.clarkcountynv.gov/CitizenAccess/Cap/CapHome.aspx?module=Building&TabName=Building,199099
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6871,-97.0208,198564,1058.6,shape,FALSE,TRUE,America/Chicago,2,75052 75050 75051 75054 75104 75053 75265,1840020709,CentralSquare Technologies,https://inspections.gptx.org/Click2GovBP/index.html,198564
